id,profileId,isActive,grantedByProfileId,grantedAt,revokedByProfileId,revokedAt,notes,createdAt,updatedAt
821f04b9-f24c-4179-8a7c-e58f12d2b0d1,0c96a57e-6cc1-400f-bf3a-5740b699ac21,t,,2026-07-06 19:44:34.321884+00,,,,2026-07-06 19:44:34.321884+00,2026-07-06 19:44:34.321884+00
9948eb06-b00c-4c04-ad77-f9fefc2fc0fb,8474aaf6-e7d1-4165-9bef-bf76bc701038,t,,2026-07-06 19:44:34.321884+00,,,,2026-07-06 19:44:34.321884+00,2026-07-06 19:44:34.321884+00
