id,title,description,clientId,isActive,createdByProfileId,createdAt,updatedAt
29b5ad03-5fc4-461b-9139-f5333ae32041,Contrato de Licença de Uso de Software,,,t,f88f2b3b-3f45-4170-83e1-4e7999d2c012,2026-07-02 20:31:37.564+00,2026-07-02 20:31:37.564+00
