id,teamId,type,occurredAt,metadata,createdAt
9b7e8e68-3bec-456f-8746-f3851bd18c08,862835fd-54ad-4ebd-986a-b5392f1bb227,dns_verified,2026-07-11 10:04:07.143+00,"{""domainId"": ""a506c9b0-e706-4630-af22-8598ca7e76ef"", ""domainName"": ""perttoconsultoria.com.br""}",2026-07-11 10:04:07.244+00
45543da1-aeb1-4821-9fd4-b40ef20c7836,862835fd-54ad-4ebd-986a-b5392f1bb227,domain_verified,2026-07-11 10:04:07.143+00,"{""domainId"": ""a506c9b0-e706-4630-af22-8598ca7e76ef"", ""domainName"": ""perttoconsultoria.com.br""}",2026-07-11 10:04:07.357+00
