id,contractId,versionNumber,fileName,storagePath,fileSize,fileType,importedByProfileId,importedAt,shareTokenHash,shareExpiresAt,shareGeneratedAt,shareGeneratedByProfileId
7650b4b5-98d5-4706-b716-c73aa82a2374,29b5ad03-5fc4-461b-9139-f5333ae32041,1,Contrato de Licença de Uso de Software-1.docx.pdf,29b5ad03-5fc4-461b-9139-f5333ae32041/v-1783024297053-4rqkqu.pdf,107712,application/pdf,f88f2b3b-3f45-4170-83e1-4e7999d2c012,2026-07-02 20:31:37.564+00,b1019bd90272b7f35ea45af3d7c41d728f7ad8fd3b3f9ba9c3a20cced81087f4,2026-07-10 16:03:24.627+00,2026-07-09 16:03:24.627+00,f88f2b3b-3f45-4170-83e1-4e7999d2c012
