id,leadId,fromTeamId,toTeamId,transferredByProfileId,receivedByProfileId,fromManagerId,toManagerId,transferTagUsed,preScheduledAt,scheduledAtTransfer,createdAt
ddb38210-aa3c-427e-9a0d-e77b2712f943,526829bf-2574-4ceb-9ddc-2910f9e58aeb,7b577c22-5513-42cc-ab19-2bf867e14ebc,27edf455-e61a-48a9-a846-e2c6f42999b5,d97f16a7-e2f6-4194-9425-f82d793e73ce,2a72272f-56f2-4104-9952-5d3d8b19ff1d,0c96a57e-6cc1-400f-bf3a-5740b699ac21,0c96a57e-6cc1-400f-bf3a-5740b699ac21,t,2026-07-08 19:00:00+00,t,2026-07-07 18:39:14.047+00
592bd853-06e0-4928-a4a6-701a3b649289,3fac2013-2246-4f95-8a9c-0f00057bee8b,7b577c22-5513-42cc-ab19-2bf867e14ebc,a9c81e05-8b1a-47ad-a80d-dbc45603f068,d97f16a7-e2f6-4194-9425-f82d793e73ce,236ad193-19a5-4425-a354-f763852904d8,0c96a57e-6cc1-400f-bf3a-5740b699ac21,0c96a57e-6cc1-400f-bf3a-5740b699ac21,t,2026-07-10 18:30:00+00,t,2026-07-07 19:03:47.812+00
f8d32212-fcf6-464e-b29f-efa6d7be183e,466a8c46-8724-4fcb-ab92-18d090aa4e6b,7b577c22-5513-42cc-ab19-2bf867e14ebc,13bbd043-efcc-4c8a-9edd-f34941547546,d97f16a7-e2f6-4194-9425-f82d793e73ce,2528e875-ab7b-4905-a98b-998a318b883e,0c96a57e-6cc1-400f-bf3a-5740b699ac21,0c96a57e-6cc1-400f-bf3a-5740b699ac21,t,2026-07-08 13:30:00+00,t,2026-07-07 19:34:15.897+00
e9ce246e-a901-487e-8334-16ca8494655d,e2f92e1e-fae4-4593-8990-57e98090839a,7b577c22-5513-42cc-ab19-2bf867e14ebc,27edf455-e61a-48a9-a846-e2c6f42999b5,d97f16a7-e2f6-4194-9425-f82d793e73ce,2a72272f-56f2-4104-9952-5d3d8b19ff1d,0c96a57e-6cc1-400f-bf3a-5740b699ac21,0c96a57e-6cc1-400f-bf3a-5740b699ac21,t,2026-07-08 19:30:00+00,t,2026-07-08 17:19:01.183+00
772c0c46-4a4c-488b-943c-fdb60c8d05e7,5c96a208-20f8-45ae-adeb-d883c184d76d,7b577c22-5513-42cc-ab19-2bf867e14ebc,a9c81e05-8b1a-47ad-a80d-dbc45603f068,d97f16a7-e2f6-4194-9425-f82d793e73ce,236ad193-19a5-4425-a354-f763852904d8,0c96a57e-6cc1-400f-bf3a-5740b699ac21,0c96a57e-6cc1-400f-bf3a-5740b699ac21,t,2026-07-08 18:00:00+00,t,2026-07-08 17:21:19.013+00
b724b8c9-491c-4071-9662-e63481dafee9,b7374a80-82a9-4068-9ea8-4b60d18fdb24,7b577c22-5513-42cc-ab19-2bf867e14ebc,27edf455-e61a-48a9-a846-e2c6f42999b5,d97f16a7-e2f6-4194-9425-f82d793e73ce,2a72272f-56f2-4104-9952-5d3d8b19ff1d,0c96a57e-6cc1-400f-bf3a-5740b699ac21,0c96a57e-6cc1-400f-bf3a-5740b699ac21,t,2026-07-10 13:30:00+00,t,2026-07-09 22:25:37.406+00
898637b1-ca87-4410-854d-5fcbeab22b13,d663f53a-7019-4715-aaff-03536cd22e81,7b577c22-5513-42cc-ab19-2bf867e14ebc,a9c81e05-8b1a-47ad-a80d-dbc45603f068,d97f16a7-e2f6-4194-9425-f82d793e73ce,236ad193-19a5-4425-a354-f763852904d8,0c96a57e-6cc1-400f-bf3a-5740b699ac21,0c96a57e-6cc1-400f-bf3a-5740b699ac21,t,2026-07-10 14:00:00+00,t,2026-07-09 22:26:36.887+00
f4653fbb-4b30-4cda-9737-9cfd4911ba79,92a41fd3-3385-4f85-ab62-3dadad2be8b3,7b577c22-5513-42cc-ab19-2bf867e14ebc,a9c81e05-8b1a-47ad-a80d-dbc45603f068,d97f16a7-e2f6-4194-9425-f82d793e73ce,236ad193-19a5-4425-a354-f763852904d8,0c96a57e-6cc1-400f-bf3a-5740b699ac21,0c96a57e-6cc1-400f-bf3a-5740b699ac21,t,2026-07-10 16:30:00+00,t,2026-07-09 22:28:41.352+00
1090d264-6ec4-4e3f-88ad-5b7491d49626,0ed06e81-9d6b-4972-8222-a586a7a271d4,7b577c22-5513-42cc-ab19-2bf867e14ebc,13bbd043-efcc-4c8a-9edd-f34941547546,d97f16a7-e2f6-4194-9425-f82d793e73ce,2528e875-ab7b-4905-a98b-998a318b883e,0c96a57e-6cc1-400f-bf3a-5740b699ac21,0c96a57e-6cc1-400f-bf3a-5740b699ac21,t,2026-07-10 18:30:00+00,t,2026-07-09 22:29:22.703+00
1cd57c41-332c-4e5d-83a1-3d62b51bcf53,74cc04d2-2099-467a-a27f-44b24e08a1df,7b577c22-5513-42cc-ab19-2bf867e14ebc,13bbd043-efcc-4c8a-9edd-f34941547546,d97f16a7-e2f6-4194-9425-f82d793e73ce,2528e875-ab7b-4905-a98b-998a318b883e,0c96a57e-6cc1-400f-bf3a-5740b699ac21,0c96a57e-6cc1-400f-bf3a-5740b699ac21,t,2026-07-14 19:00:00+00,t,2026-07-10 14:19:30.639+00
0421f347-4d3a-4158-b5d2-937ee78f6656,11f82220-b2b9-4fa8-b149-589e5bcb341c,7b577c22-5513-42cc-ab19-2bf867e14ebc,a9c81e05-8b1a-47ad-a80d-dbc45603f068,d97f16a7-e2f6-4194-9425-f82d793e73ce,236ad193-19a5-4425-a354-f763852904d8,0c96a57e-6cc1-400f-bf3a-5740b699ac21,0c96a57e-6cc1-400f-bf3a-5740b699ac21,t,2026-07-13 13:30:00+00,t,2026-07-10 14:29:39.174+00
669d95e4-f17b-4c2e-8172-180652131bd4,2657f69f-15e1-4403-bd43-8a0c9f111ece,7b577c22-5513-42cc-ab19-2bf867e14ebc,13bbd043-efcc-4c8a-9edd-f34941547546,d97f16a7-e2f6-4194-9425-f82d793e73ce,2528e875-ab7b-4905-a98b-998a318b883e,0c96a57e-6cc1-400f-bf3a-5740b699ac21,0c96a57e-6cc1-400f-bf3a-5740b699ac21,t,2026-07-13 13:30:00+00,t,2026-07-10 14:48:01.493+00
5e1ce56f-5189-4137-8e77-2f2ef628c5c9,2abd4a9d-ec29-4ee5-91a4-9f71aabc93b3,7b577c22-5513-42cc-ab19-2bf867e14ebc,a9c81e05-8b1a-47ad-a80d-dbc45603f068,d97f16a7-e2f6-4194-9425-f82d793e73ce,236ad193-19a5-4425-a354-f763852904d8,0c96a57e-6cc1-400f-bf3a-5740b699ac21,0c96a57e-6cc1-400f-bf3a-5740b699ac21,t,2026-07-13 16:30:00+00,t,2026-07-10 19:43:59.047+00
a1a975f9-0462-40bf-a821-e2b699512a62,06660424-e54b-403a-b11a-738169ec7563,7b577c22-5513-42cc-ab19-2bf867e14ebc,a9c81e05-8b1a-47ad-a80d-dbc45603f068,d97f16a7-e2f6-4194-9425-f82d793e73ce,236ad193-19a5-4425-a354-f763852904d8,0c96a57e-6cc1-400f-bf3a-5740b699ac21,0c96a57e-6cc1-400f-bf3a-5740b699ac21,t,2026-07-13 19:00:00+00,t,2026-07-13 14:34:57.204+00
b0a2ae5e-ba40-4815-ba43-1d5be13ce208,f1e5d585-403f-4d43-91cf-5c111c023d33,7b577c22-5513-42cc-ab19-2bf867e14ebc,13bbd043-efcc-4c8a-9edd-f34941547546,d97f16a7-e2f6-4194-9425-f82d793e73ce,2528e875-ab7b-4905-a98b-998a318b883e,0c96a57e-6cc1-400f-bf3a-5740b699ac21,0c96a57e-6cc1-400f-bf3a-5740b699ac21,t,2026-07-14 16:00:00+00,t,2026-07-13 17:21:01.973+00
32da4dbf-193a-4342-99ef-c73a1830df05,6c2e07de-0947-46c3-89e8-bcf23e160379,7b577c22-5513-42cc-ab19-2bf867e14ebc,13bbd043-efcc-4c8a-9edd-f34941547546,d97f16a7-e2f6-4194-9425-f82d793e73ce,2528e875-ab7b-4905-a98b-998a318b883e,0c96a57e-6cc1-400f-bf3a-5740b699ac21,0c96a57e-6cc1-400f-bf3a-5740b699ac21,t,2026-07-15 12:30:00+00,t,2026-07-13 17:23:31.152+00
8874f920-26ff-49eb-8b87-b03d11667a54,c86f65d8-aaf0-4215-84cd-5edad7503b9c,7b577c22-5513-42cc-ab19-2bf867e14ebc,a9c81e05-8b1a-47ad-a80d-dbc45603f068,d97f16a7-e2f6-4194-9425-f82d793e73ce,236ad193-19a5-4425-a354-f763852904d8,0c96a57e-6cc1-400f-bf3a-5740b699ac21,0c96a57e-6cc1-400f-bf3a-5740b699ac21,t,2026-07-14 17:00:00+00,t,2026-07-13 17:25:47.14+00
f2b801b6-3eb4-4f80-a2ef-a97b5866f607,5f4b3ec5-f473-4b60-9d1d-844ca745aeef,7b577c22-5513-42cc-ab19-2bf867e14ebc,a9c81e05-8b1a-47ad-a80d-dbc45603f068,d97f16a7-e2f6-4194-9425-f82d793e73ce,236ad193-19a5-4425-a354-f763852904d8,0c96a57e-6cc1-400f-bf3a-5740b699ac21,0c96a57e-6cc1-400f-bf3a-5740b699ac21,t,2026-07-14 13:00:00+00,t,2026-07-13 17:27:57.889+00
