id,eventType,payload,status,errorMessage,receivedAt,processedAt,updatedAt
evt_7d80d3d873fd3e32dbd575b350f1b4b5&1395803482,PAYMENT_ANTICIPATED,"{""id"": ""evt_7d80d3d873fd3e32dbd575b350f1b4b5&1395803482"", ""event"": ""PAYMENT_ANTICIPATED"", ""account"": {""id"": ""de3a9dda-79b4-4df1-8036-a54389ac1e5e"", ""ownerId"": null}, ""payment"": {""id"": ""pay_qt912by013yupokc"", ""fine"": {""type"": ""FIXED"", ""value"": 0}, ""value"": 79.9, ""escrow"": null, ""object"": ""payment"", ""status"": ""CONFIRMED"", ""deleted"": false, ""dueDate"": ""2026-06-27"", ""refunds"": null, ""customer"": ""cus_000178610397"", ""discount"": {""type"": ""FIXED"", ""value"": 0, ""limitDate"": null, ""dueDateLimitDays"": 0}, ""interest"": {""type"": ""PERCENTAGE"", ""value"": 0}, ""netValue"": 79.9, ""creditCard"": {""creditCardBrand"": ""MASTERCARD"", ""creditCardNumber"": ""4171""}, ""creditDate"": ""2026-07-30"", ""invoiceUrl"": ""https://www.asaas.com/i/qt912by013yupokc"", ""anticipable"": false, ""anticipated"": true, ""bankSlipUrl"": null, ""billingType"": ""CREDIT_CARD"", ""dateCreated"": ""2026-05-27"", ""description"": ""Parcela 2 de 6. Corretor Studio - Nova adesão Semestral"", ""installment"": ""d64594aa-d7a1-4656-b4da-edda140b0c20"", ""nossoNumero"": null, ""paymentDate"": null, ""paymentLink"": null, ""confirmedDate"": ""2026-05-27"", ""interestValue"": null, ""invoiceNumber"": ""819847005"", ""originalValue"": null, ""postalService"": false, ""pixTransaction"": null, ""checkoutSession"": null, ""originalDueDate"": ""2026-06-27"", ""clientPaymentDate"": ""2026-05-27"", ""externalReference"": ""backoffice-adhesion-d640e41c-2134-4850-a575-1487802654ac"", ""installmentNumber"": 2, ""estimatedCreditDate"": ""2026-07-30"", ""lastInvoiceViewedDate"": null, ""transactionReceiptUrl"": ""https://www.asaas.com/comprovantes/0543665055168424"", ""lastBankSlipViewedDate"": null}, ""dateCreated"": ""2026-06-29 13:43:02""}",processed,,2026-07-01 20:35:03.868+00,2026-07-01 20:35:10.991+00,2026-07-01 20:35:10.993+00
evt_05b708f961d739ea7eba7e4db318f621&1401453493,PAYMENT_CREATED,"{""id"": ""evt_05b708f961d739ea7eba7e4db318f621&1401453493"", ""event"": ""PAYMENT_CREATED"", ""account"": {""id"": ""de3a9dda-79b4-4df1-8036-a54389ac1e5e"", ""ownerId"": null}, ""payment"": {""id"": ""pay_7ht60chcin1re7g8"", ""fine"": {""type"": ""FIXED"", ""value"": 0}, ""value"": 139.5, ""escrow"": null, ""object"": ""payment"", ""status"": ""PENDING"", ""deleted"": false, ""dueDate"": ""2026-09-17"", ""refunds"": null, ""customer"": ""cus_000180961210"", ""discount"": {""type"": ""FIXED"", ""value"": 0, ""limitDate"": null, ""dueDateLimitDays"": 0}, ""interest"": {""type"": ""PERCENTAGE"", ""value"": 0}, ""netValue"": 137.51, ""creditDate"": null, ""invoiceUrl"": ""https://www.asaas.com/i/7ht60chcin1re7g8"", ""anticipable"": false, ""anticipated"": false, ""bankSlipUrl"": null, ""billingType"": ""PIX"", ""dateCreated"": ""2026-07-02"", ""description"": ""add_user"", ""nossoNumero"": null, ""paymentDate"": null, ""paymentLink"": null, ""subscription"": ""sub_hx4kfhjx4q9pj5vr"", ""interestValue"": null, ""invoiceNumber"": ""847681775"", ""originalValue"": null, ""postalService"": false, ""pixTransaction"": null, ""checkoutSession"": null, ""originalDueDate"": ""2026-09-17"", ""clientPaymentDate"": null, ""externalReference"": ""manager-fd08f054-017a-4a75-8bd4-0034c582774d-1783013275576"", ""installmentNumber"": null, ""estimatedCreditDate"": null, ""lastInvoiceViewedDate"": null, ""transactionReceiptUrl"": null, ""lastBankSlipViewedDate"": null}, ""dateCreated"": ""2026-07-02 14:27:57""}",processed,,2026-07-02 17:27:58.789+00,2026-07-02 17:27:58.898+00,2026-07-02 17:27:58.899+00
evt_6561b631fa5580caadd00bbe3b858607&1401453477,SUBSCRIPTION_CREATED,"{""id"": ""evt_6561b631fa5580caadd00bbe3b858607&1401453477"", ""event"": ""SUBSCRIPTION_CREATED"", ""account"": {""id"": ""de3a9dda-79b4-4df1-8036-a54389ac1e5e"", ""ownerId"": null}, ""dateCreated"": ""2026-07-02 14:27:56"", ""subscription"": {""id"": ""sub_hx4kfhjx4q9pj5vr"", ""fine"": {""type"": ""FIXED"", ""value"": 0}, ""cycle"": ""MONTHLY"", ""split"": null, ""value"": 139.5, ""object"": ""subscription"", ""status"": ""ACTIVE"", ""deleted"": false, ""customer"": ""cus_000180961210"", ""interest"": {""type"": ""PERCENTAGE"", ""value"": 0}, ""billingType"": ""PIX"", ""dateCreated"": ""2026-07-02"", ""description"": ""add_user"", ""nextDueDate"": ""2026-10-17"", ""paymentLink"": null, ""checkoutSession"": null, ""externalReference"": ""manager-fd08f054-017a-4a75-8bd4-0034c582774d-1783013275576"", ""sendPaymentByPostalService"": false}}",processed,,2026-07-02 17:28:00.531+00,2026-07-02 17:28:00.649+00,2026-07-02 17:28:00.653+00
evt_d9f532ab6cbfc970702e9acaf430b7d5&1408632377,SUBSCRIPTION_UPDATED,"{""id"": ""evt_d9f532ab6cbfc970702e9acaf430b7d5&1408632377"", ""event"": ""SUBSCRIPTION_UPDATED"", ""account"": {""id"": ""de3a9dda-79b4-4df1-8036-a54389ac1e5e"", ""ownerId"": null}, ""dateCreated"": ""2026-07-07 11:44:20"", ""subscription"": {""id"": ""sub_1c3j0ootmufmf3t5"", ""fine"": {""type"": ""FIXED"", ""value"": 0}, ""cycle"": ""MONTHLY"", ""split"": null, ""value"": 179.3, ""object"": ""subscription"", ""status"": ""ACTIVE"", ""deleted"": false, ""customer"": ""cus_000180957843"", ""interest"": {""type"": ""PERCENTAGE"", ""value"": 0}, ""billingType"": ""PIX"", ""dateCreated"": ""2026-07-01"", ""description"": ""add_user"", ""nextDueDate"": ""2026-09-17"", ""paymentLink"": null, ""checkoutSession"": null, ""externalReference"": ""manager-df71451b-bcd2-4602-9b7b-230b32f08b65-1782927409166"", ""sendPaymentByPostalService"": false}}",processed,,2026-07-07 14:44:28.78+00,2026-07-07 14:44:28.875+00,2026-07-07 14:44:28.876+00
evt_d9f532ab6cbfc970702e9acaf430b7d5&1417723600,SUBSCRIPTION_UPDATED,"{""id"": ""evt_d9f532ab6cbfc970702e9acaf430b7d5&1417723600"", ""event"": ""SUBSCRIPTION_UPDATED"", ""account"": {""id"": ""de3a9dda-79b4-4df1-8036-a54389ac1e5e"", ""ownerId"": null}, ""dateCreated"": ""2026-07-13 11:45:05"", ""subscription"": {""id"": ""sub_1c3j0ootmufmf3t5"", ""fine"": {""type"": ""FIXED"", ""value"": 0}, ""cycle"": ""MONTHLY"", ""split"": null, ""value"": 199.2, ""object"": ""subscription"", ""status"": ""ACTIVE"", ""deleted"": false, ""customer"": ""cus_000180957843"", ""interest"": {""type"": ""PERCENTAGE"", ""value"": 0}, ""billingType"": ""PIX"", ""dateCreated"": ""2026-07-01"", ""description"": ""add_user"", ""nextDueDate"": ""2026-09-17"", ""paymentLink"": null, ""checkoutSession"": null, ""externalReference"": ""manager-df71451b-bcd2-4602-9b7b-230b32f08b65-1782927409166"", ""sendPaymentByPostalService"": false}}",processed,,2026-07-13 14:45:13.743+00,2026-07-13 14:45:13.832+00,2026-07-13 14:45:13.833+00
evt_6561b631fa5580caadd00bbe3b858607&1433653465,SUBSCRIPTION_CREATED,"{""id"": ""evt_6561b631fa5580caadd00bbe3b858607&1433653465"", ""event"": ""SUBSCRIPTION_CREATED"", ""account"": {""id"": ""de3a9dda-79b4-4df1-8036-a54389ac1e5e"", ""ownerId"": null}, ""dateCreated"": ""2026-07-24 10:25:48"", ""subscription"": {""id"": ""sub_obgivirmse361hg5"", ""fine"": {""type"": ""FIXED"", ""value"": 0}, ""cycle"": ""MONTHLY"", ""split"": null, ""value"": 59.9, ""object"": ""subscription"", ""status"": ""ACTIVE"", ""deleted"": false, ""customer"": ""cus_000184321199"", ""interest"": {""type"": ""PERCENTAGE"", ""value"": 0}, ""billingType"": ""PIX"", ""dateCreated"": ""2026-07-24"", ""description"": ""add_user"", ""nextDueDate"": ""2026-10-27"", ""paymentLink"": null, ""checkoutSession"": null, ""externalReference"": ""manager-7f87b999-6509-4e17-8bb0-15b51121ff89-1784899547085"", ""sendPaymentByPostalService"": false}}",processed,,2026-07-24 13:25:55.214+00,2026-07-24 13:25:55.369+00,2026-07-24 13:25:55.37+00
evt_2539587467a5b78191b6e3d954172c68&1417752427,PAYMENT_UPDATED,"{""id"": ""evt_2539587467a5b78191b6e3d954172c68&1417752427"", ""event"": ""PAYMENT_UPDATED"", ""account"": {""id"": ""de3a9dda-79b4-4df1-8036-a54389ac1e5e"", ""ownerId"": null}, ""payment"": {""id"": ""pay_ikwxyzinv14dnixo"", ""fine"": {""type"": ""FIXED"", ""value"": 0}, ""value"": 179.3, ""escrow"": null, ""object"": ""payment"", ""status"": ""PENDING"", ""deleted"": false, ""dueDate"": ""2026-09-17"", ""refunds"": null, ""customer"": ""cus_000180957843"", ""discount"": {""type"": ""FIXED"", ""value"": 0, ""limitDate"": null, ""dueDateLimitDays"": 0}, ""interest"": {""type"": ""PERCENTAGE"", ""value"": 0}, ""netValue"": 177.31, ""creditDate"": null, ""invoiceUrl"": ""https://www.asaas.com/i/ikwxyzinv14dnixo"", ""anticipable"": false, ""anticipated"": false, ""bankSlipUrl"": null, ""billingType"": ""PIX"", ""dateCreated"": ""2026-07-01"", ""description"": ""add_user"", ""nossoNumero"": null, ""paymentDate"": null, ""paymentLink"": null, ""subscription"": ""sub_1c3j0ootmufmf3t5"", ""interestValue"": null, ""invoiceNumber"": ""846603819"", ""originalValue"": null, ""postalService"": false, ""pixTransaction"": null, ""checkoutSession"": null, ""originalDueDate"": ""2026-09-17"", ""clientPaymentDate"": null, ""externalReference"": ""manager-df71451b-bcd2-4602-9b7b-230b32f08b65-1782927409166"", ""installmentNumber"": null, ""estimatedCreditDate"": null, ""lastInvoiceViewedDate"": ""2026-07-01T17:45:00Z"", ""transactionReceiptUrl"": null, ""lastBankSlipViewedDate"": null}, ""dateCreated"": ""2026-07-13 12:01:14""}",processed,,2026-07-13 15:01:14.568+00,2026-07-13 15:01:14.614+00,2026-07-13 15:01:14.615+00
evt_d9f532ab6cbfc970702e9acaf430b7d5&1417752383,SUBSCRIPTION_UPDATED,"{""id"": ""evt_d9f532ab6cbfc970702e9acaf430b7d5&1417752383"", ""event"": ""SUBSCRIPTION_UPDATED"", ""account"": {""id"": ""de3a9dda-79b4-4df1-8036-a54389ac1e5e"", ""ownerId"": null}, ""dateCreated"": ""2026-07-13 12:01:13"", ""subscription"": {""id"": ""sub_1c3j0ootmufmf3t5"", ""fine"": {""type"": ""FIXED"", ""value"": 0}, ""cycle"": ""MONTHLY"", ""split"": null, ""value"": 179.3, ""object"": ""subscription"", ""status"": ""ACTIVE"", ""deleted"": false, ""customer"": ""cus_000180957843"", ""interest"": {""type"": ""PERCENTAGE"", ""value"": 0}, ""billingType"": ""PIX"", ""dateCreated"": ""2026-07-01"", ""description"": ""add_user"", ""nextDueDate"": ""2026-09-17"", ""paymentLink"": null, ""checkoutSession"": null, ""externalReference"": ""manager-df71451b-bcd2-4602-9b7b-230b32f08b65-1782927409166"", ""sendPaymentByPostalService"": false}}",processed,,2026-07-13 15:01:19.814+00,2026-07-13 15:01:19.983+00,2026-07-13 15:01:19.984+00
evt_2539587467a5b78191b6e3d954172c68&1419431837,PAYMENT_UPDATED,"{""id"": ""evt_2539587467a5b78191b6e3d954172c68&1419431837"", ""event"": ""PAYMENT_UPDATED"", ""account"": {""id"": ""de3a9dda-79b4-4df1-8036-a54389ac1e5e"", ""ownerId"": null}, ""payment"": {""id"": ""pay_ikwxyzinv14dnixo"", ""fine"": {""type"": ""FIXED"", ""value"": 0}, ""value"": 199.2, ""escrow"": null, ""object"": ""payment"", ""status"": ""PENDING"", ""deleted"": false, ""dueDate"": ""2026-09-17"", ""refunds"": null, ""customer"": ""cus_000180957843"", ""discount"": {""type"": ""FIXED"", ""value"": 0, ""limitDate"": null, ""dueDateLimitDays"": 0}, ""interest"": {""type"": ""PERCENTAGE"", ""value"": 0}, ""netValue"": 197.21, ""creditDate"": null, ""invoiceUrl"": ""https://www.asaas.com/i/ikwxyzinv14dnixo"", ""anticipable"": false, ""anticipated"": false, ""bankSlipUrl"": null, ""billingType"": ""PIX"", ""dateCreated"": ""2026-07-01"", ""description"": ""add_user"", ""nossoNumero"": null, ""paymentDate"": null, ""paymentLink"": null, ""subscription"": ""sub_1c3j0ootmufmf3t5"", ""interestValue"": null, ""invoiceNumber"": ""846603819"", ""originalValue"": null, ""postalService"": false, ""pixTransaction"": null, ""checkoutSession"": null, ""originalDueDate"": ""2026-09-17"", ""clientPaymentDate"": null, ""externalReference"": ""manager-df71451b-bcd2-4602-9b7b-230b32f08b65-1782927409166"", ""installmentNumber"": null, ""estimatedCreditDate"": null, ""lastInvoiceViewedDate"": ""2026-07-01T17:45:00Z"", ""transactionReceiptUrl"": null, ""lastBankSlipViewedDate"": null}, ""dateCreated"": ""2026-07-14 11:02:20""}",processed,,2026-07-14 14:02:21.646+00,2026-07-14 14:02:21.745+00,2026-07-14 14:02:21.746+00
evt_05b708f961d739ea7eba7e4db318f621&1422896387,PAYMENT_CREATED,"{""id"": ""evt_05b708f961d739ea7eba7e4db318f621&1422896387"", ""event"": ""PAYMENT_CREATED"", ""account"": {""id"": ""de3a9dda-79b4-4df1-8036-a54389ac1e5e"", ""ownerId"": null}, ""payment"": {""id"": ""pay_r5w3lef4hyma9fx1"", ""fine"": {""type"": ""FIXED"", ""value"": 0}, ""value"": 59.9, ""escrow"": null, ""object"": ""payment"", ""status"": ""PENDING"", ""deleted"": false, ""dueDate"": ""2026-10-06"", ""refunds"": null, ""customer"": ""cus_000186208440"", ""discount"": {""type"": ""FIXED"", ""value"": 0, ""limitDate"": null, ""dueDateLimitDays"": 0}, ""interest"": {""type"": ""PERCENTAGE"", ""value"": 0}, ""netValue"": 57.91, ""creditDate"": null, ""invoiceUrl"": ""https://www.asaas.com/i/r5w3lef4hyma9fx1"", ""anticipable"": false, ""anticipated"": false, ""bankSlipUrl"": null, ""billingType"": ""PIX"", ""dateCreated"": ""2026-07-16"", ""description"": ""add_user"", ""nossoNumero"": null, ""paymentDate"": null, ""paymentLink"": null, ""subscription"": ""sub_czzqumocmc29qoov"", ""interestValue"": null, ""invoiceNumber"": ""859001617"", ""originalValue"": null, ""postalService"": false, ""pixTransaction"": null, ""checkoutSession"": null, ""originalDueDate"": ""2026-10-06"", ""clientPaymentDate"": null, ""externalReference"": ""manager-08c65746-17f1-487e-b488-17cea01e4b51-1784211345855"", ""installmentNumber"": null, ""estimatedCreditDate"": null, ""lastInvoiceViewedDate"": null, ""transactionReceiptUrl"": null, ""lastBankSlipViewedDate"": null}, ""dateCreated"": ""2026-07-16 11:15:47""}",processed,,2026-07-16 14:15:48.625+00,2026-07-16 14:15:48.721+00,2026-07-16 14:15:48.722+00
evt_6561b631fa5580caadd00bbe3b858607&1422896377,SUBSCRIPTION_CREATED,"{""id"": ""evt_6561b631fa5580caadd00bbe3b858607&1422896377"", ""event"": ""SUBSCRIPTION_CREATED"", ""account"": {""id"": ""de3a9dda-79b4-4df1-8036-a54389ac1e5e"", ""ownerId"": null}, ""dateCreated"": ""2026-07-16 11:15:46"", ""subscription"": {""id"": ""sub_czzqumocmc29qoov"", ""fine"": {""type"": ""FIXED"", ""value"": 0}, ""cycle"": ""MONTHLY"", ""split"": null, ""value"": 59.9, ""object"": ""subscription"", ""status"": ""ACTIVE"", ""deleted"": false, ""customer"": ""cus_000186208440"", ""interest"": {""type"": ""PERCENTAGE"", ""value"": 0}, ""billingType"": ""PIX"", ""dateCreated"": ""2026-07-16"", ""description"": ""add_user"", ""nextDueDate"": ""2026-11-06"", ""paymentLink"": null, ""checkoutSession"": null, ""externalReference"": ""manager-08c65746-17f1-487e-b488-17cea01e4b51-1784211345855"", ""sendPaymentByPostalService"": false}}",processed,,2026-07-16 14:15:49.409+00,2026-07-16 14:15:49.522+00,2026-07-16 14:15:49.523+00
evt_d9f532ab6cbfc970702e9acaf430b7d5&1422897840,SUBSCRIPTION_UPDATED,"{""id"": ""evt_d9f532ab6cbfc970702e9acaf430b7d5&1422897840"", ""event"": ""SUBSCRIPTION_UPDATED"", ""account"": {""id"": ""de3a9dda-79b4-4df1-8036-a54389ac1e5e"", ""ownerId"": null}, ""dateCreated"": ""2026-07-16 11:16:38"", ""subscription"": {""id"": ""sub_czzqumocmc29qoov"", ""fine"": {""type"": ""FIXED"", ""value"": 0}, ""cycle"": ""MONTHLY"", ""split"": null, ""value"": 59.9, ""object"": ""subscription"", ""status"": ""ACTIVE"", ""deleted"": false, ""customer"": ""cus_000186208440"", ""interest"": {""type"": ""PERCENTAGE"", ""value"": 0}, ""billingType"": ""PIX"", ""dateCreated"": ""2026-07-16"", ""description"": ""add_user"", ""nextDueDate"": ""2026-10-06"", ""paymentLink"": null, ""checkoutSession"": null, ""externalReference"": ""manager-08c65746-17f1-487e-b488-17cea01e4b51-1784211345855"", ""sendPaymentByPostalService"": false}}",processed,,2026-07-16 14:16:41.926+00,2026-07-16 14:16:42.023+00,2026-07-16 14:16:42.024+00
evt_d9f532ab6cbfc970702e9acaf430b7d5&1424583598,SUBSCRIPTION_UPDATED,"{""id"": ""evt_d9f532ab6cbfc970702e9acaf430b7d5&1424583598"", ""event"": ""SUBSCRIPTION_UPDATED"", ""account"": {""id"": ""de3a9dda-79b4-4df1-8036-a54389ac1e5e"", ""ownerId"": null}, ""dateCreated"": ""2026-07-17 14:10:40"", ""subscription"": {""id"": ""sub_czzqumocmc29qoov"", ""fine"": {""type"": ""FIXED"", ""value"": 0}, ""cycle"": ""MONTHLY"", ""split"": null, ""value"": 59.9, ""object"": ""subscription"", ""status"": ""ACTIVE"", ""deleted"": false, ""customer"": ""cus_000186208440"", ""interest"": {""type"": ""PERCENTAGE"", ""value"": 0}, ""billingType"": ""PIX"", ""dateCreated"": ""2026-07-16"", ""description"": ""add_user"", ""nextDueDate"": ""2026-10-06"", ""paymentLink"": null, ""checkoutSession"": null, ""externalReference"": ""manager-08c65746-17f1-487e-b488-17cea01e4b51-1784211345855"", ""sendPaymentByPostalService"": false}}",processed,,2026-07-17 17:10:42.264+00,2026-07-17 17:10:42.466+00,2026-07-17 17:10:42.466+00
evt_05b708f961d739ea7eba7e4db318f621&1427049620,PAYMENT_CREATED,"{""id"": ""evt_05b708f961d739ea7eba7e4db318f621&1427049620"", ""event"": ""PAYMENT_CREATED"", ""account"": {""id"": ""de3a9dda-79b4-4df1-8036-a54389ac1e5e"", ""ownerId"": null}, ""payment"": {""id"": ""pay_dc1go4t3a1z5b1ea"", ""fine"": {""type"": ""FIXED"", ""value"": 0}, ""value"": 59.9, ""escrow"": null, ""object"": ""payment"", ""status"": ""PENDING"", ""deleted"": false, ""dueDate"": ""2026-10-18"", ""refunds"": null, ""customer"": ""cus_000188528181"", ""discount"": {""type"": ""FIXED"", ""value"": 0, ""limitDate"": null, ""dueDateLimitDays"": 0}, ""interest"": {""type"": ""PERCENTAGE"", ""value"": 0}, ""netValue"": 57.91, ""creditDate"": null, ""invoiceUrl"": ""https://www.asaas.com/i/dc1go4t3a1z5b1ea"", ""anticipable"": false, ""anticipated"": false, ""bankSlipUrl"": null, ""billingType"": ""PIX"", ""dateCreated"": ""2026-07-20"", ""description"": ""add_user"", ""nossoNumero"": null, ""paymentDate"": null, ""paymentLink"": null, ""subscription"": ""sub_a90xoda1kgj7kmne"", ""interestValue"": null, ""invoiceNumber"": ""861523364"", ""originalValue"": null, ""postalService"": false, ""pixTransaction"": null, ""checkoutSession"": null, ""originalDueDate"": ""2026-10-18"", ""clientPaymentDate"": null, ""externalReference"": ""manager-f94a3014-2ada-4aea-958e-49294fe7dc16-1784550047704"", ""installmentNumber"": null, ""estimatedCreditDate"": null, ""lastInvoiceViewedDate"": null, ""transactionReceiptUrl"": null, ""lastBankSlipViewedDate"": null}, ""dateCreated"": ""2026-07-20 09:20:49""}",processed,,2026-07-20 12:20:50.717+00,2026-07-20 12:20:50.796+00,2026-07-20 12:20:50.797+00
evt_6561b631fa5580caadd00bbe3b858607&1427049611,SUBSCRIPTION_CREATED,"{""id"": ""evt_6561b631fa5580caadd00bbe3b858607&1427049611"", ""event"": ""SUBSCRIPTION_CREATED"", ""account"": {""id"": ""de3a9dda-79b4-4df1-8036-a54389ac1e5e"", ""ownerId"": null}, ""dateCreated"": ""2026-07-20 09:20:48"", ""subscription"": {""id"": ""sub_a90xoda1kgj7kmne"", ""fine"": {""type"": ""FIXED"", ""value"": 0}, ""cycle"": ""MONTHLY"", ""split"": null, ""value"": 59.9, ""object"": ""subscription"", ""status"": ""ACTIVE"", ""deleted"": false, ""customer"": ""cus_000188528181"", ""interest"": {""type"": ""PERCENTAGE"", ""value"": 0}, ""billingType"": ""PIX"", ""dateCreated"": ""2026-07-20"", ""description"": ""add_user"", ""nextDueDate"": ""2026-11-18"", ""paymentLink"": null, ""checkoutSession"": null, ""externalReference"": ""manager-f94a3014-2ada-4aea-958e-49294fe7dc16-1784550047704"", ""sendPaymentByPostalService"": false}}",processed,,2026-07-20 12:20:53.363+00,2026-07-20 12:20:53.446+00,2026-07-20 12:20:53.447+00
evt_05b708f961d739ea7eba7e4db318f621&1427218269,PAYMENT_CREATED,"{""id"": ""evt_05b708f961d739ea7eba7e4db318f621&1427218269"", ""event"": ""PAYMENT_CREATED"", ""account"": {""id"": ""de3a9dda-79b4-4df1-8036-a54389ac1e5e"", ""ownerId"": null}, ""payment"": {""id"": ""pay_5k89vnf7qib6nmd4"", ""fine"": {""type"": ""FIXED"", ""value"": 0}, ""value"": 59.9, ""escrow"": null, ""object"": ""payment"", ""status"": ""PENDING"", ""deleted"": false, ""dueDate"": ""2026-09-30"", ""refunds"": null, ""customer"": ""cus_000183133476"", ""discount"": {""type"": ""FIXED"", ""value"": 0, ""limitDate"": null, ""dueDateLimitDays"": 0}, ""interest"": {""type"": ""PERCENTAGE"", ""value"": 0}, ""netValue"": 57.91, ""creditDate"": null, ""invoiceUrl"": ""https://www.asaas.com/i/5k89vnf7qib6nmd4"", ""anticipable"": false, ""anticipated"": false, ""bankSlipUrl"": null, ""billingType"": ""PIX"", ""dateCreated"": ""2026-07-20"", ""description"": ""has_unlimited_users_toggle"", ""nossoNumero"": null, ""paymentDate"": null, ""paymentLink"": null, ""subscription"": ""sub_cr5ecp29ufthdgf7"", ""interestValue"": null, ""invoiceNumber"": ""861612788"", ""originalValue"": null, ""postalService"": false, ""pixTransaction"": null, ""checkoutSession"": null, ""originalDueDate"": ""2026-09-30"", ""clientPaymentDate"": null, ""externalReference"": ""manager-acac8fbf-d3b0-4728-8262-7d9eaaac3704-1784554845542"", ""installmentNumber"": null, ""estimatedCreditDate"": null, ""lastInvoiceViewedDate"": null, ""transactionReceiptUrl"": null, ""lastBankSlipViewedDate"": null}, ""dateCreated"": ""2026-07-20 10:40:47""}",processed,,2026-07-20 13:40:48.908+00,2026-07-20 13:40:49+00,2026-07-20 13:40:49.002+00
evt_6561b631fa5580caadd00bbe3b858607&1427218249,SUBSCRIPTION_CREATED,"{""id"": ""evt_6561b631fa5580caadd00bbe3b858607&1427218249"", ""event"": ""SUBSCRIPTION_CREATED"", ""account"": {""id"": ""de3a9dda-79b4-4df1-8036-a54389ac1e5e"", ""ownerId"": null}, ""dateCreated"": ""2026-07-20 10:40:46"", ""subscription"": {""id"": ""sub_cr5ecp29ufthdgf7"", ""fine"": {""type"": ""FIXED"", ""value"": 0}, ""cycle"": ""MONTHLY"", ""split"": null, ""value"": 59.9, ""object"": ""subscription"", ""status"": ""ACTIVE"", ""deleted"": false, ""customer"": ""cus_000183133476"", ""interest"": {""type"": ""PERCENTAGE"", ""value"": 0}, ""billingType"": ""PIX"", ""dateCreated"": ""2026-07-20"", ""description"": ""has_unlimited_users_toggle"", ""nextDueDate"": ""2026-09-30"", ""paymentLink"": null, ""checkoutSession"": null, ""externalReference"": ""manager-acac8fbf-d3b0-4728-8262-7d9eaaac3704-1784554845542"", ""sendPaymentByPostalService"": false}}",processed,,2026-07-20 13:40:51.902+00,2026-07-20 13:40:52.001+00,2026-07-20 13:40:52.003+00
evt_d9f532ab6cbfc970702e9acaf430b7d5&1427218330,SUBSCRIPTION_UPDATED,"{""id"": ""evt_d9f532ab6cbfc970702e9acaf430b7d5&1427218330"", ""event"": ""SUBSCRIPTION_UPDATED"", ""account"": {""id"": ""de3a9dda-79b4-4df1-8036-a54389ac1e5e"", ""ownerId"": null}, ""dateCreated"": ""2026-07-20 10:40:49"", ""subscription"": {""id"": ""sub_cr5ecp29ufthdgf7"", ""fine"": {""type"": ""FIXED"", ""value"": 0}, ""cycle"": ""MONTHLY"", ""split"": null, ""value"": 59.9, ""object"": ""subscription"", ""status"": ""ACTIVE"", ""deleted"": false, ""customer"": ""cus_000183133476"", ""interest"": {""type"": ""PERCENTAGE"", ""value"": 0}, ""billingType"": ""PIX"", ""dateCreated"": ""2026-07-20"", ""description"": ""has_unlimited_users_toggle"", ""nextDueDate"": ""2026-09-30"", ""paymentLink"": null, ""checkoutSession"": null, ""externalReference"": ""manager-acac8fbf-d3b0-4728-8262-7d9eaaac3704-1784554845542"", ""sendPaymentByPostalService"": false}}",processed,,2026-07-20 13:40:52.078+00,2026-07-20 13:40:52.141+00,2026-07-20 13:40:52.142+00
evt_bdaf5c611b55dc82906787d5bfe1e5e2&1427388537,PAYMENT_CHECKOUT_VIEWED,"{""id"": ""evt_bdaf5c611b55dc82906787d5bfe1e5e2&1427388537"", ""event"": ""PAYMENT_CHECKOUT_VIEWED"", ""account"": {""id"": ""de3a9dda-79b4-4df1-8036-a54389ac1e5e"", ""ownerId"": null}, ""payment"": {""id"": ""pay_dc1go4t3a1z5b1ea"", ""fine"": {""type"": ""FIXED"", ""value"": 0}, ""value"": 59.9, ""escrow"": null, ""object"": ""payment"", ""status"": ""PENDING"", ""deleted"": false, ""dueDate"": ""2026-10-18"", ""refunds"": null, ""customer"": ""cus_000188528181"", ""discount"": {""type"": ""FIXED"", ""value"": 0, ""limitDate"": null, ""dueDateLimitDays"": 0}, ""interest"": {""type"": ""PERCENTAGE"", ""value"": 0}, ""netValue"": 57.91, ""creditDate"": null, ""invoiceUrl"": ""https://www.asaas.com/i/dc1go4t3a1z5b1ea"", ""anticipable"": false, ""anticipated"": false, ""bankSlipUrl"": null, ""billingType"": ""PIX"", ""dateCreated"": ""2026-07-20"", ""description"": ""add_user"", ""nossoNumero"": null, ""paymentDate"": null, ""paymentLink"": null, ""subscription"": ""sub_a90xoda1kgj7kmne"", ""interestValue"": null, ""invoiceNumber"": ""861523364"", ""originalValue"": null, ""postalService"": false, ""pixTransaction"": null, ""checkoutSession"": null, ""originalDueDate"": ""2026-10-18"", ""clientPaymentDate"": null, ""externalReference"": ""manager-f94a3014-2ada-4aea-958e-49294fe7dc16-1784550047704"", ""installmentNumber"": null, ""estimatedCreditDate"": null, ""lastInvoiceViewedDate"": ""2026-07-20T15:04:36Z"", ""transactionReceiptUrl"": null, ""lastBankSlipViewedDate"": null}, ""dateCreated"": ""2026-07-20 12:04:36""}",processed,,2026-07-20 15:04:39.707+00,2026-07-20 15:04:39.831+00,2026-07-20 15:04:39.832+00
