id,templateId,teamId,actorProfileId,eventType,description,metadata,createdAt
6c51139b-b33b-49ac-afa9-3f6ec5e1467c,19672c79-3bde-43b6-a661-c58f72b3ffe6,32ccdbe1-627f-4fe3-a506-056b997ed89b,b0737bfd-7bea-493b-8cfc-14946fcea8cd,created,Template criado,"{""versionNumber"": 1}",2026-07-17 15:11:45.022+00
190f05ff-9018-4005-b668-04639e84c533,19672c79-3bde-43b6-a661-c58f72b3ffe6,32ccdbe1-627f-4fe3-a506-056b997ed89b,b0737bfd-7bea-493b-8cfc-14946fcea8cd,draft_saved,Rascunho salvo,"{""versionNumber"": 1}",2026-07-17 15:13:41.396+00
b7f4ba67-31b0-4f98-a84b-a7125110dc11,19672c79-3bde-43b6-a661-c58f72b3ffe6,32ccdbe1-627f-4fe3-a506-056b997ed89b,b0737bfd-7bea-493b-8cfc-14946fcea8cd,published,Template publicado,"{""versionNumber"": 1}",2026-07-17 15:13:41.694+00
41c850c0-8c30-434b-9071-cf46e8c87b71,14e2e195-5b0e-4c84-8e5f-8a310800ce85,1c2d5668-5cd9-49a7-a138-3ccd2bea5cbb,0c96a57e-6cc1-400f-bf3a-5740b699ac21,created,Template criado,"{""versionNumber"": 1}",2026-07-23 03:22:59.531+00
cc45ecd6-6f17-4ce0-b800-d88ac7e9e893,14e2e195-5b0e-4c84-8e5f-8a310800ce85,1c2d5668-5cd9-49a7-a138-3ccd2bea5cbb,0c96a57e-6cc1-400f-bf3a-5740b699ac21,draft_saved,Rascunho salvo,"{""versionNumber"": 1}",2026-07-23 03:23:02.626+00
094ecace-8718-40ee-955f-711f08c781f8,14e2e195-5b0e-4c84-8e5f-8a310800ce85,1c2d5668-5cd9-49a7-a138-3ccd2bea5cbb,0c96a57e-6cc1-400f-bf3a-5740b699ac21,published,Template publicado,"{""versionNumber"": 1}",2026-07-23 03:23:03.005+00
62b331e2-047d-4f52-bf6d-23023bb30ff3,d933fed9-51bf-44bd-8e65-3b504e974a10,1c2d5668-5cd9-49a7-a138-3ccd2bea5cbb,0c96a57e-6cc1-400f-bf3a-5740b699ac21,created,Template criado,"{""versionNumber"": 1}",2026-07-23 03:41:56.811+00
758acfc3-0bd0-4087-b153-00d4eee91a5c,d933fed9-51bf-44bd-8e65-3b504e974a10,1c2d5668-5cd9-49a7-a138-3ccd2bea5cbb,0c96a57e-6cc1-400f-bf3a-5740b699ac21,draft_saved,Rascunho salvo,"{""versionNumber"": 1}",2026-07-23 03:41:59.359+00
9196fa56-7d70-4dab-baf8-9e57f8c50c34,d933fed9-51bf-44bd-8e65-3b504e974a10,1c2d5668-5cd9-49a7-a138-3ccd2bea5cbb,0c96a57e-6cc1-400f-bf3a-5740b699ac21,published,Template publicado,"{""versionNumber"": 1}",2026-07-23 03:42:00.065+00
59406572-595a-45e4-aef7-59c9a2b551c0,869a2676-d298-41cf-ace7-e020ed758ef5,a9c81e05-8b1a-47ad-a80d-dbc45603f068,0c96a57e-6cc1-400f-bf3a-5740b699ac21,created,Template criado,"{""versionNumber"": 1}",2026-07-24 15:31:19.42+00
b4886819-2631-4cf6-a953-14974259a724,869a2676-d298-41cf-ace7-e020ed758ef5,a9c81e05-8b1a-47ad-a80d-dbc45603f068,0c96a57e-6cc1-400f-bf3a-5740b699ac21,draft_saved,Rascunho salvo,"{""versionNumber"": 1}",2026-07-24 15:31:24.768+00
0c92dfd0-53dd-4361-bc13-4a18dda79270,869a2676-d298-41cf-ace7-e020ed758ef5,a9c81e05-8b1a-47ad-a80d-dbc45603f068,0c96a57e-6cc1-400f-bf3a-5740b699ac21,published,Template publicado,"{""versionNumber"": 1}",2026-07-24 15:31:25.211+00
8170baf7-ed8f-4ff1-83fa-b35db7b465d3,18f1e181-1451-481a-9b46-45f274af4cf9,a9c81e05-8b1a-47ad-a80d-dbc45603f068,0c96a57e-6cc1-400f-bf3a-5740b699ac21,created,Template criado,"{""versionNumber"": 1}",2026-07-24 15:42:59.499+00
7f1d0aaa-6be5-495e-b3a9-eca391743f86,18f1e181-1451-481a-9b46-45f274af4cf9,a9c81e05-8b1a-47ad-a80d-dbc45603f068,0c96a57e-6cc1-400f-bf3a-5740b699ac21,draft_saved,Rascunho salvo,"{""versionNumber"": 1}",2026-07-24 15:43:01.938+00
f2588a58-a16e-44e0-92e9-8968c24a7199,18f1e181-1451-481a-9b46-45f274af4cf9,a9c81e05-8b1a-47ad-a80d-dbc45603f068,0c96a57e-6cc1-400f-bf3a-5740b699ac21,published,Template publicado,"{""versionNumber"": 1}",2026-07-24 15:43:02.352+00
c3a4d6f9-46be-48a5-abb4-6bfab0348049,771c9803-1503-49cd-87b5-711571f0d7fb,a9c81e05-8b1a-47ad-a80d-dbc45603f068,0c96a57e-6cc1-400f-bf3a-5740b699ac21,created,Template criado,"{""versionNumber"": 1}",2026-07-24 15:54:37.543+00
199b0469-bd44-412d-825d-0d4e443bbbbd,771c9803-1503-49cd-87b5-711571f0d7fb,a9c81e05-8b1a-47ad-a80d-dbc45603f068,0c96a57e-6cc1-400f-bf3a-5740b699ac21,draft_saved,Rascunho salvo,"{""versionNumber"": 1}",2026-07-24 15:57:26.035+00
e91c6445-ae32-46b1-bba4-dd0743378c1f,771c9803-1503-49cd-87b5-711571f0d7fb,a9c81e05-8b1a-47ad-a80d-dbc45603f068,0c96a57e-6cc1-400f-bf3a-5740b699ac21,published,Template publicado,"{""versionNumber"": 1}",2026-07-24 15:57:26.707+00
d64cf4b0-249f-400f-89b7-1978837d09ea,27026022-1bd6-41cc-bff1-2a05fd767f5e,32ccdbe1-627f-4fe3-a506-056b997ed89b,b0737bfd-7bea-493b-8cfc-14946fcea8cd,created,Template criado,"{""versionNumber"": 1}",2026-07-27 19:10:15.323+00
0d157093-b086-4389-be8a-587a05e6a72e,27026022-1bd6-41cc-bff1-2a05fd767f5e,32ccdbe1-627f-4fe3-a506-056b997ed89b,b0737bfd-7bea-493b-8cfc-14946fcea8cd,draft_saved,Rascunho salvo,"{""versionNumber"": 1}",2026-07-27 19:11:33.728+00
4963906c-f520-460a-a65c-891ea1e7e9ef,27026022-1bd6-41cc-bff1-2a05fd767f5e,32ccdbe1-627f-4fe3-a506-056b997ed89b,b0737bfd-7bea-493b-8cfc-14946fcea8cd,draft_saved,Rascunho salvo,"{""versionNumber"": 1}",2026-07-27 19:19:52.015+00
4fa07921-bdb6-42dd-924f-5bd91f7dd012,27026022-1bd6-41cc-bff1-2a05fd767f5e,32ccdbe1-627f-4fe3-a506-056b997ed89b,b0737bfd-7bea-493b-8cfc-14946fcea8cd,draft_saved,Rascunho salvo,"{""versionNumber"": 1}",2026-07-27 19:20:14.97+00
0015252c-4972-46ab-949f-1cd7177a36d9,27026022-1bd6-41cc-bff1-2a05fd767f5e,32ccdbe1-627f-4fe3-a506-056b997ed89b,b0737bfd-7bea-493b-8cfc-14946fcea8cd,draft_saved,Rascunho salvo,"{""versionNumber"": 1}",2026-07-27 19:20:16.033+00
76e6a6f5-cc46-47c1-ab0d-d59049a45a52,27026022-1bd6-41cc-bff1-2a05fd767f5e,32ccdbe1-627f-4fe3-a506-056b997ed89b,b0737bfd-7bea-493b-8cfc-14946fcea8cd,published,Template publicado,"{""versionNumber"": 1}",2026-07-27 19:20:16.435+00
