id,formId,publicationId,questionId,visitorSessionId,eventType,eventKey,origin,createdAt
48d98783-7a77-4103-a07d-ff9688bc93d9,e1397c97-d109-4fd0-b1e0-7f5e287e4976,c5802753-ca84-48d3-a331-38363c21d494,4aab1125-ab2d-4d14-872e-668024d19e09,3a008af3-c254-4109-8a71-21f993ee98bf,question_answered,3a008af3-c254-4109-8a71-21f993ee98bf:question_answered:4aab1125-ab2d-4d14-872e-668024d19e09,"{""source"": ""direct"", ""landingUrl"": ""https://www.corretorstudio.com/forms/14f173bb-684a-460a-8a96-4a5e5c1b494f""}",2026-07-27 18:35:54.457+00
a02913a6-95da-4a04-b936-df4e94365c78,e1397c97-d109-4fd0-b1e0-7f5e287e4976,c5802753-ca84-48d3-a331-38363c21d494,,3a008af3-c254-4109-8a71-21f993ee98bf:dd0d3a67-cb90-4d3c-972f-ed1121ab1f06,form_completed,3a008af3-c254-4109-8a71-21f993ee98bf:dd0d3a67-cb90-4d3c-972f-ed1121ab1f06:form_completed,"{""source"": ""direct"", ""landingUrl"": ""https://www.corretorstudio.com/forms/14f173bb-684a-460a-8a96-4a5e5c1b494f""}",2026-07-27 18:35:54.851+00
3d93e3d0-94d9-4125-8c56-c5c4cb481abf,e1397c97-d109-4fd0-b1e0-7f5e287e4976,c5802753-ca84-48d3-a331-38363c21d494,,3a008af3-c254-4109-8a71-21f993ee98bf:dd0d3a67-cb90-4d3c-972f-ed1121ab1f06,lead_created,3a008af3-c254-4109-8a71-21f993ee98bf:dd0d3a67-cb90-4d3c-972f-ed1121ab1f06:lead_created,"{""source"": ""direct"", ""landingUrl"": ""https://www.corretorstudio.com/forms/14f173bb-684a-460a-8a96-4a5e5c1b494f""}",2026-07-27 18:35:54.851+00
6ee95c0d-5a81-46b9-a1db-a1dc61f889bd,5ca5ab21-ce86-4aae-b88f-8e2ccdb05759,914dbc19-2917-4254-b5d7-941d0c32d01a,,402afdc5-f1a9-442d-b3ad-3ac5e2e76a92,form_viewed,402afdc5-f1a9-442d-b3ad-3ac5e2e76a92:form_viewed:form,"{""source"": ""direct"", ""landingUrl"": ""https://www.corretorstudio.com/forms/b098017f-41d1-4a98-81e6-97238fceefa1""}",2026-07-27 19:11:11.494+00
22bbc78c-0999-43d6-bf76-d29405fa349f,5ca5ab21-ce86-4aae-b88f-8e2ccdb05759,914dbc19-2917-4254-b5d7-941d0c32d01a,,ac51cfa6-3169-40b6-b92e-f3d9e50146c9,form_viewed,ac51cfa6-3169-40b6-b92e-f3d9e50146c9:form_viewed:form,"{""source"": ""direct"", ""landingUrl"": ""https://www.corretorstudio.com/forms/b098017f-41d1-4a98-81e6-97238fceefa1""}",2026-07-27 19:12:07.365+00
8f6d621c-c211-4884-aace-9226979af1ad,5ca5ab21-ce86-4aae-b88f-8e2ccdb05759,914dbc19-2917-4254-b5d7-941d0c32d01a,,8e243a1b-5899-405b-bee3-b80b78c8ec4b,form_viewed,8e243a1b-5899-405b-bee3-b80b78c8ec4b:form_viewed:form,"{""source"": ""direct"", ""landingUrl"": ""https://www.corretorstudio.com/forms/b098017f-41d1-4a98-81e6-97238fceefa1""}",2026-07-27 19:13:15.176+00
ba6986a8-17d6-4e19-8b08-41183dab37e4,5ca5ab21-ce86-4aae-b88f-8e2ccdb05759,a12f4ac4-bd0d-4d53-81a9-7447cbcaf7f9,,8f8a79fd-11b0-4322-8280-da933b6f2263,form_viewed,8f8a79fd-11b0-4322-8280-da933b6f2263:form_viewed:form,"{""source"": ""direct"", ""landingUrl"": ""https://www.corretorstudio.com/forms/b098017f-41d1-4a98-81e6-97238fceefa1""}",2026-07-27 19:14:31.306+00
cc5bf566-b503-435c-87fc-638b540b94c3,5ca5ab21-ce86-4aae-b88f-8e2ccdb05759,a12f4ac4-bd0d-4d53-81a9-7447cbcaf7f9,,f5963d8c-1c74-46bc-9d1d-0117d784466d,form_viewed,f5963d8c-1c74-46bc-9d1d-0117d784466d:form_viewed:form,"{""source"": ""direct"", ""landingUrl"": ""https://www.corretorstudio.com/forms/b098017f-41d1-4a98-81e6-97238fceefa1""}",2026-07-27 19:15:13.339+00
5adb513a-e296-409f-afd1-a28539c962be,5ca5ab21-ce86-4aae-b88f-8e2ccdb05759,a12f4ac4-bd0d-4d53-81a9-7447cbcaf7f9,,f5963d8c-1c74-46bc-9d1d-0117d784466d,form_started,f5963d8c-1c74-46bc-9d1d-0117d784466d:form_started:form,"{""source"": ""direct"", ""landingUrl"": ""https://www.corretorstudio.com/forms/b098017f-41d1-4a98-81e6-97238fceefa1""}",2026-07-27 19:15:19.866+00
05134f87-2126-41de-871d-70d7d9db815a,5ca5ab21-ce86-4aae-b88f-8e2ccdb05759,a12f4ac4-bd0d-4d53-81a9-7447cbcaf7f9,c26ba5e9-67ab-4d42-b145-45574e02f87b,f5963d8c-1c74-46bc-9d1d-0117d784466d,question_viewed,f5963d8c-1c74-46bc-9d1d-0117d784466d:question_viewed:c26ba5e9-67ab-4d42-b145-45574e02f87b,"{""source"": ""direct"", ""landingUrl"": ""https://www.corretorstudio.com/forms/b098017f-41d1-4a98-81e6-97238fceefa1""}",2026-07-27 19:15:19.859+00
