id,userLinkId,teamId,currentLeadId,flowId,flowStep,flowStack,expiresAt,createdAt,updatedAt
fd133a1e-ae59-4aa7-a7f9-e07b7684c28e,f09ccdbd-4171-4b8f-a913-8f71288e38ed,32ccdbe1-627f-4fe3-a506-056b997ed89b,,,,[],2026-07-18 04:26:05.716+00,2026-07-18 03:56:05.742+00,2026-07-18 03:56:05.742+00
