id,teamId,createdBy,name,templateId,contactListId,status,scheduledAt,sentAt,totalRecipients,totalSent,totalDelivered,totalOpened,totalClicked,totalBounced,totalComplained,errorMessage,createdAt,updatedAt,dispatchCount,radarSegmentSlug,parentCampaignId,subCampaignIndex,audienceContactIds,managedByBackofficeUserId
ddd138f6-11a6-4c09-aed0-622758c823a3,32ccdbe1-627f-4fe3-a506-056b997ed89b,8474aaf6-e7d1-4165-9bef-bf76bc701038,Teste de disparo agendado,1623d125-ad1f-4b0e-be59-aa131169f344,c9d133a1-07e9-4838-972f-29ae9351471a,archived,2026-07-06 22:45:00+00,2026-07-06 22:45:47.236+00,2,2,2,2,0,0,0,,2026-07-06 22:42:27.895+00,2026-07-17 15:23:34.525+00,1,,,,{},
5be261f2-5653-4528-8abf-91f10f0c1800,32ccdbe1-627f-4fe3-a506-056b997ed89b,b0737bfd-7bea-493b-8cfc-14946fcea8cd,RECHAMADA - DE 02 PARA 09/07,b584e88d-4c9d-492e-8b6d-2eefc3a12b37,b7d90ec9-cd35-4f40-b1b4-404ec6214db8,archived,,2026-07-07 20:29:17.225+00,377,377,38,55,2,4,0,,2026-07-07 20:28:28.676+00,2026-07-18 00:19:40.396+00,1,,,,{},
a8d18c56-db71-4e2f-b57b-6fa3981347ec,32ccdbe1-627f-4fe3-a506-056b997ed89b,b0737bfd-7bea-493b-8cfc-14946fcea8cd,Live Agora,f7f28128-a38f-4945-a9c0-3a385750e2f9,80e20a2c-463f-4b10-aa53-bddcfb8675d9,archived,,2026-07-16 12:00:04.777+00,14,14,14,0,1,0,0,,2026-07-16 11:59:50.804+00,2026-07-18 00:20:24.176+00,1,,,,{},
e52bceaa-e571-426e-9937-7ff30a042644,32ccdbe1-627f-4fe3-a506-056b997ed89b,b0737bfd-7bea-493b-8cfc-14946fcea8cd,ERRO DE ENVIO * LISTA FRIA - BRUNO,19672c79-3bde-43b6-a661-c58f72b3ffe6,58ebb832-73f6-411c-8563-2e0f788b37bd,archived,2026-07-20 10:00:00+00,,22912,0,0,0,0,0,0,Erro interno durante o disparo,2026-07-18 00:25:30.885+00,2026-07-21 18:11:45.825+00,0,,,,{},
