id,name,isSystemDefault,isArchived,totalContacts,createdByBackofficeUserId,createdAt,updatedAt
fb0264f6-35d6-4424-8380-1a810f19adcc,Inscritos via Cadastro Rápido,t,f,0,,2026-07-23 16:00:15.364+00,2026-07-23 16:00:15.364+00
